"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Copper_DL - Sulfate_DL",3.91372378597803e-13,"Copper_DL","Sulfate_DL","Copper","Sulfate","DL","DL"
"Copper_PLS - Sulfate_DL",2.33566211484784e-13,"Copper_PLS","Sulfate_DL","Copper","Sulfate","PLS","DL"
"Copper_RF-PCA - Sulfate_DL",8.07848170189723e-14,"Copper_RF-PCA","Sulfate_DL","Copper","Sulfate","RF-PCA","DL"
"Copper_XGB-PCA - Sulfate_DL",1.99291482606937e-13,"Copper_XGB-PCA","Sulfate_DL","Copper","Sulfate","XGB-PCA","DL"
"Iron_DL - Sulfate_DL",1.72247898517345e-09,"Iron_DL","Sulfate_DL","Iron","Sulfate","DL","DL"
"Iron_PLS - Sulfate_DL",2.8361871363855e-08,"Iron_PLS","Sulfate_DL","Iron","Sulfate","PLS","DL"
"Iron_RF-PCA - Sulfate_DL",4.73930389292571e-08,"Iron_RF-PCA","Sulfate_DL","Iron","Sulfate","RF-PCA","DL"
"Iron_XGB-PCA - Sulfate_DL",1.33135715170128e-08,"Iron_XGB-PCA","Sulfate_DL","Iron","Sulfate","XGB-PCA","DL"
"Magnesium_DL - Sulfate_DL",0.0131522633862524,"Magnesium_DL","Sulfate_DL","Magnesium","Sulfate","DL","DL"
"Magnesium_PLS - Sulfate_DL",0.00585368994976725,"Magnesium_PLS","Sulfate_DL","Magnesium","Sulfate","PLS","DL"
"Magnesium_RF-PCA - Sulfate_DL",0.0172305530535605,"Magnesium_RF-PCA","Sulfate_DL","Magnesium","Sulfate","RF-PCA","DL"
"Magnesium_XGB-PCA - Sulfate_DL",0.0111495941378083,"Magnesium_XGB-PCA","Sulfate_DL","Magnesium","Sulfate","XGB-PCA","DL"
"Manganese_DL - Sulfate_DL",3.40428897533576e-06,"Manganese_DL","Sulfate_DL","Manganese","Sulfate","DL","DL"
"Manganese_PLS - Sulfate_DL",9.96092719803263e-08,"Manganese_PLS","Sulfate_DL","Manganese","Sulfate","PLS","DL"
"Manganese_RF-PCA - Sulfate_DL",5.76601190875844e-08,"Manganese_RF-PCA","Sulfate_DL","Manganese","Sulfate","RF-PCA","DL"
"Manganese_XGB-PCA - Sulfate_DL",3.0905145036838e-07,"Manganese_XGB-PCA","Sulfate_DL","Manganese","Sulfate","XGB-PCA","DL"
"Molybdenum_DL - Sulfate_DL",2.51069589886445e-17,"Molybdenum_DL","Sulfate_DL","Molybdenum","Sulfate","DL","DL"
"Molybdenum_PLS - Sulfate_DL",4.77357742797971e-18,"Molybdenum_PLS","Sulfate_DL","Molybdenum","Sulfate","PLS","DL"
"Molybdenum_RF-PCA - Sulfate_DL",1.76935961787806e-17,"Molybdenum_RF-PCA","Sulfate_DL","Molybdenum","Sulfate","RF-PCA","DL"
"Molybdenum_XGB-PCA - Sulfate_DL",1.65495422256672e-17,"Molybdenum_XGB-PCA","Sulfate_DL","Molybdenum","Sulfate","XGB-PCA","DL"
"Nitrate-N_DL - Sulfate_DL",0.0865451710994802,"Nitrate-N_DL","Sulfate_DL","Nitrate-N","Sulfate","DL","DL"
"Nitrate-N_PLS - Sulfate_DL",0.114113065808489,"Nitrate-N_PLS","Sulfate_DL","Nitrate-N","Sulfate","PLS","DL"
"Nitrate-N_RF-PCA - Sulfate_DL",0.202436752381284,"Nitrate-N_RF-PCA","Sulfate_DL","Nitrate-N","Sulfate","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Sulfate_DL",0.174361892829795,"Nitrate-N_XGB-PCA","Sulfate_DL","Nitrate-N","Sulfate","XGB-PCA","DL"
"pH_DL - Sulfate_DL",6.46080136174234e-05,"pH_DL","Sulfate_DL","pH","Sulfate","DL","DL"
"pH_PLS - Sulfate_DL",3.9370881164216e-05,"pH_PLS","Sulfate_DL","pH","Sulfate","PLS","DL"
"pH_RF-PCA - Sulfate_DL",1.03759651590009e-05,"pH_RF-PCA","Sulfate_DL","pH","Sulfate","RF-PCA","DL"
"pH_XGB-PCA - Sulfate_DL",2.7390819666992e-05,"pH_XGB-PCA","Sulfate_DL","pH","Sulfate","XGB-PCA","DL"
"Phosphorus_DL - Sulfate_DL",0.224177737924824,"Phosphorus_DL","Sulfate_DL","Phosphorus","Sulfate","DL","DL"
"Phosphorus_PLS - Sulfate_DL",0.102923888112512,"Phosphorus_PLS","Sulfate_DL","Phosphorus","Sulfate","PLS","DL"
"Phosphorus_RF-PCA - Sulfate_DL",0.0901462231685174,"Phosphorus_RF-PCA","Sulfate_DL","Phosphorus","Sulfate","RF-PCA","DL"
"Phosphorus_XGB-PCA - Sulfate_DL",0.124429343188,"Phosphorus_XGB-PCA","Sulfate_DL","Phosphorus","Sulfate","XGB-PCA","DL"
"Potassium_DL - Sulfate_DL",0.0861603257099612,"Potassium_DL","Sulfate_DL","Potassium","Sulfate","DL","DL"
"Potassium_PLS - Sulfate_DL",0.185124582779046,"Potassium_PLS","Sulfate_DL","Potassium","Sulfate","PLS","DL"
"Potassium_RF-PCA - Sulfate_DL",0.0749939262204876,"Potassium_RF-PCA","Sulfate_DL","Potassium","Sulfate","RF-PCA","DL"
"Potassium_XGB-PCA - Sulfate_DL",0.0622849024286037,"Potassium_XGB-PCA","Sulfate_DL","Potassium","Sulfate","XGB-PCA","DL"
"Ammonium-N_DL - Sulfate_PLS",0.00457514656097991,"Ammonium-N_DL","Sulfate_PLS","Ammonium-N","Sulfate","DL","PLS"
"Ammonium-N_PLS - Sulfate_PLS",0.00357810027467793,"Ammonium-N_PLS","Sulfate_PLS","Ammonium-N","Sulfate","PLS","PLS"
"Ammonium-N_RF-PCA - Sulfate_PLS",0.00422224270012667,"Ammonium-N_RF-PCA","Sulfate_PLS","Ammonium-N","Sulfate","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Sulfate_PLS",0.00567720635376639,"Ammonium-N_XGB-PCA","Sulfate_PLS","Ammonium-N","Sulfate","XGB-PCA","PLS"
"Boron_DL - Sulfate_PLS",3.58484322064195e-12,"Boron_DL","Sulfate_PLS","Boron","Sulfate","DL","PLS"
"Boron_PLS - Sulfate_PLS",4.74365006411239e-13,"Boron_PLS","Sulfate_PLS","Boron","Sulfate","PLS","PLS"
"Boron_RF-PCA - Sulfate_PLS",7.02852550676691e-13,"Boron_RF-PCA","Sulfate_PLS","Boron","Sulfate","RF-PCA","PLS"
"Boron_XGB-PCA - Sulfate_PLS",4.85535125880624e-12,"Boron_XGB-PCA","Sulfate_PLS","Boron","Sulfate","XGB-PCA","PLS"
"Calcium_DL - Sulfate_PLS",0.386518869527888,"Calcium_DL","Sulfate_PLS","Calcium","Sulfate","DL","PLS"
"Calcium_PLS - Sulfate_PLS",0.272861555524282,"Calcium_PLS","Sulfate_PLS","Calcium","Sulfate","PLS","PLS"
"Calcium_RF-PCA - Sulfate_PLS",0.371826204526741,"Calcium_RF-PCA","Sulfate_PLS","Calcium","Sulfate","RF-PCA","PLS"
"Calcium_XGB-PCA - Sulfate_PLS",0.27579389530638,"Calcium_XGB-PCA","Sulfate_PLS","Calcium","Sulfate","XGB-PCA","PLS"
"Copper_DL - Sulfate_PLS",2.96925975773508e-12,"Copper_DL","Sulfate_PLS","Copper","Sulfate","DL","PLS"
"Copper_PLS - Sulfate_PLS",1.80702611983088e-12,"Copper_PLS","Sulfate_PLS","Copper","Sulfate","PLS","PLS"
"Copper_RF-PCA - Sulfate_PLS",6.5031138386365e-13,"Copper_RF-PCA","Sulfate_PLS","Copper","Sulfate","RF-PCA","PLS"
"Copper_XGB-PCA - Sulfate_PLS",1.55110009997525e-12,"Copper_XGB-PCA","Sulfate_PLS","Copper","Sulfate","XGB-PCA","PLS"
"Iron_DL - Sulfate_PLS",9.23104676211783e-09,"Iron_DL","Sulfate_PLS","Iron","Sulfate","DL","PLS"
"Iron_PLS - Sulfate_PLS",1.33187100804694e-07,"Iron_PLS","Sulfate_PLS","Iron","Sulfate","PLS","PLS"
"Iron_RF-PCA - Sulfate_PLS",2.16984825684833e-07,"Iron_RF-PCA","Sulfate_PLS","Iron","Sulfate","RF-PCA","PLS"
"Iron_XGB-PCA - Sulfate_PLS",6.48554144830384e-08,"Iron_XGB-PCA","Sulfate_PLS","Iron","Sulfate","XGB-PCA","PLS"
"Magnesium_DL - Sulfate_PLS",0.0262714115483903,"Magnesium_DL","Sulfate_PLS","Magnesium","Sulfate","DL","PLS"
"Magnesium_PLS - Sulfate_PLS",0.0126164907422517,"Magnesium_PLS","Sulfate_PLS","Magnesium","Sulfate","PLS","PLS"
"Magnesium_RF-PCA - Sulfate_PLS",0.0335049311307322,"Magnesium_RF-PCA","Sulfate_PLS","Magnesium","Sulfate","RF-PCA","PLS"
"Magnesium_XGB-PCA - Sulfate_PLS",0.0226312905265285,"Magnesium_XGB-PCA","Sulfate_PLS","Magnesium","Sulfate","XGB-PCA","PLS"
"Manganese_DL - Sulfate_PLS",1.24028766528519e-05,"Manganese_DL","Sulfate_PLS","Manganese","Sulfate","DL","PLS"
"Manganese_PLS - Sulfate_PLS",4.39316153046198e-07,"Manganese_PLS","Sulfate_PLS","Manganese","Sulfate","PLS","PLS"
"Manganese_RF-PCA - Sulfate_PLS",2.61420476131926e-07,"Manganese_RF-PCA","Sulfate_PLS","Manganese","Sulfate","RF-PCA","PLS"
"Manganese_XGB-PCA - Sulfate_PLS",1.28531168314907e-06,"Manganese_XGB-PCA","Sulfate_PLS","Manganese","Sulfate","XGB-PCA","PLS"
"Molybdenum_DL - Sulfate_PLS",2.67735013678409e-16,"Molybdenum_DL","Sulfate_PLS","Molybdenum","Sulfate","DL","PLS"
"Molybdenum_PLS - Sulfate_PLS",5.37246278928579e-17,"Molybdenum_PLS","Sulfate_PLS","Molybdenum","Sulfate","PLS","PLS"
"Molybdenum_RF-PCA - Sulfate_PLS",1.90856144206133e-16,"Molybdenum_RF-PCA","Sulfate_PLS","Molybdenum","Sulfate","RF-PCA","PLS"
"Molybdenum_XGB-PCA - Sulfate_PLS",1.78905819270145e-16,"Molybdenum_XGB-PCA","Sulfate_PLS","Molybdenum","Sulfate","XGB-PCA","PLS"
"Nitrate-N_DL - Sulfate_PLS",0.0499470211598761,"Nitrate-N_DL","Sulfate_PLS","Nitrate-N","Sulfate","DL","PLS"
"Nitrate-N_PLS - Sulfate_PLS",0.0683797268215999,"Nitrate-N_PLS","Sulfate_PLS","Nitrate-N","Sulfate","PLS","PLS"
"Nitrate-N_RF-PCA - Sulfate_PLS",0.132216277437476,"Nitrate-N_RF-PCA","Sulfate_PLS","Nitrate-N","Sulfate","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Sulfate_PLS",0.111214568532085,"Nitrate-N_XGB-PCA","Sulfate_PLS","Nitrate-N","Sulfate","XGB-PCA","PLS"
"pH_DL - Sulfate_PLS",0.000196365119937749,"pH_DL","Sulfate_PLS","pH","Sulfate","DL","PLS"
"pH_PLS - Sulfate_PLS",0.000123586670747559,"pH_PLS","Sulfate_PLS","pH","Sulfate","PLS","PLS"
"pH_RF-PCA - Sulfate_PLS",3.53947777516748e-05,"pH_RF-PCA","Sulfate_PLS","pH","Sulfate","RF-PCA","PLS"
"pH_XGB-PCA - Sulfate_PLS",8.79939542363579e-05,"pH_XGB-PCA","Sulfate_PLS","pH","Sulfate","XGB-PCA","PLS"
"Phosphorus_DL - Sulfate_PLS",0.317346136224818,"Phosphorus_DL","Sulfate_PLS","Phosphorus","Sulfate","DL","PLS"
"Phosphorus_PLS - Sulfate_PLS",0.163040311413458,"Phosphorus_PLS","Sulfate_PLS","Phosphorus","Sulfate","PLS","PLS"
"Phosphorus_RF-PCA - Sulfate_PLS",0.145294941960882,"Phosphorus_RF-PCA","Sulfate_PLS","Phosphorus","Sulfate","RF-PCA","PLS"
"Phosphorus_XGB-PCA - Sulfate_PLS",0.192123074059989,"Phosphorus_XGB-PCA","Sulfate_PLS","Phosphorus","Sulfate","XGB-PCA","PLS"
"Potassium_DL - Sulfate_PLS",0.0496956664437255,"Potassium_DL","Sulfate_PLS","Potassium","Sulfate","DL","PLS"
"Potassium_PLS - Sulfate_PLS",0.119192435420895,"Potassium_PLS","Sulfate_PLS","Potassium","Sulfate","PLS","PLS"
"Potassium_RF-PCA - Sulfate_PLS",0.0424803468303261,"Potassium_RF-PCA","Sulfate_PLS","Potassium","Sulfate","RF-PCA","PLS"
"Potassium_XGB-PCA - Sulfate_PLS",0.0344634535954757,"Potassium_XGB-PCA","Sulfate_PLS","Potassium","Sulfate","XGB-PCA","PLS"
"Sulfate_DL - Sulfate_PLS",0.38857819344309,"Sulfate_DL","Sulfate_PLS","Sulfate","Sulfate","DL","PLS"
"Ammonium-N_DL - Sulfate_RF-PCA",0.000532724026044642,"Ammonium-N_DL","Sulfate_RF-PCA","Ammonium-N","Sulfate","DL","RF-PCA"
"Ammonium-N_PLS - Sulfate_RF-PCA",0.000395753150225703,"Ammonium-N_PLS","Sulfate_RF-PCA","Ammonium-N","Sulfate","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Sulfate_RF-PCA",0.000483385166801698,"Ammonium-N_RF-PCA","Sulfate_RF-PCA","Ammonium-N","Sulfate","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Sulfate_RF-PCA",0.000692259110030121,"Ammonium-N_XGB-PCA","Sulfate_RF-PCA","Ammonium-N","Sulfate","XGB-PCA","RF-PCA"
"Boron_DL - Sulfate_RF-PCA",2.72850414608455e-14,"Boron_DL","Sulfate_RF-PCA","Boron","Sulfate","DL","RF-PCA"
"Boron_PLS - Sulfate_RF-PCA",2.99855801312107e-15,"Boron_PLS","Sulfate_RF-PCA","Boron","Sulfate","PLS","RF-PCA"
"Boron_RF-PCA - Sulfate_RF-PCA",4.60370082815502e-15,"Boron_RF-PCA","Sulfate_RF-PCA","Boron","Sulfate","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Sulfate_RF-PCA",3.80226727382891e-14,"Boron_XGB-PCA","Sulfate_RF-PCA","Boron","Sulfate","XGB-PCA","RF-PCA"
"Calcium_DL - Sulfate_RF-PCA",0.169873538366121,"Calcium_DL","Sulfate_RF-PCA","Calcium","Sulfate","DL","RF-PCA"
"Calcium_PLS - Sulfate_RF-PCA",0.101963486961871,"Calcium_PLS","Sulfate_RF-PCA","Calcium","Sulfate","PLS","RF-PCA"
"Calcium_RF-PCA - Sulfate_RF-PCA",0.160286302459846,"Calcium_RF-PCA","Sulfate_RF-PCA","Calcium","Sulfate","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Sulfate_RF-PCA",0.103538464451816,"Calcium_XGB-PCA","Sulfate_RF-PCA","Calcium","Sulfate","XGB-PCA","RF-PCA"
"Copper_DL - Sulfate_RF-PCA",2.22053989189611e-14,"Copper_DL","Sulfate_RF-PCA","Copper","Sulfate","DL","RF-PCA"
"Copper_PLS - Sulfate_RF-PCA",1.2904969593096e-14,"Copper_PLS","Sulfate_RF-PCA","Copper","Sulfate","PLS","RF-PCA"
"Copper_RF-PCA - Sulfate_RF-PCA",4.22964297378871e-15,"Copper_RF-PCA","Sulfate_RF-PCA","Copper","Sulfate","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Sulfate_RF-PCA",1.09223126192578e-14,"Copper_XGB-PCA","Sulfate_RF-PCA","Copper","Sulfate","XGB-PCA","RF-PCA"
"Iron_DL - Sulfate_RF-PCA",1.56611136335921e-10,"Iron_DL","Sulfate_RF-PCA","Iron","Sulfate","DL","RF-PCA"
"Iron_PLS - Sulfate_RF-PCA",3.0852937356107e-09,"Iron_PLS","Sulfate_RF-PCA","Iron","Sulfate","PLS","RF-PCA"
"Iron_RF-PCA - Sulfate_RF-PCA",5.3362193336076e-09,"Iron_RF-PCA","Sulfate_RF-PCA","Iron","Sulfate","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Sulfate_RF-PCA",1.37794075351282e-09,"Iron_XGB-PCA","Sulfate_RF-PCA","Iron","Sulfate","XGB-PCA","RF-PCA"
"Magnesium_DL - Sulfate_RF-PCA",0.00459477445413422,"Magnesium_DL","Sulfate_RF-PCA","Magnesium","Sulfate","DL","RF-PCA"
"Magnesium_PLS - Sulfate_RF-PCA",0.0018416785575626,"Magnesium_PLS","Sulfate_RF-PCA","Magnesium","Sulfate","PLS","RF-PCA"
"Magnesium_RF-PCA - Sulfate_RF-PCA",0.00624711254407828,"Magnesium_RF-PCA","Sulfate_RF-PCA","Magnesium","Sulfate","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Sulfate_RF-PCA",0.00380990846255479,"Magnesium_XGB-PCA","Sulfate_RF-PCA","Magnesium","Sulfate","XGB-PCA","RF-PCA"
"Manganese_DL - Sulfate_RF-PCA",5.22893421418867e-07,"Manganese_DL","Sulfate_RF-PCA","Manganese","Sulfate","DL","RF-PCA"
"Manganese_PLS - Sulfate_RF-PCA",1.17998553820463e-08,"Manganese_PLS","Sulfate_RF-PCA","Manganese","Sulfate","PLS","RF-PCA"
"Manganese_RF-PCA - Sulfate_RF-PCA",6.57913293493168e-09,"Manganese_RF-PCA","Sulfate_RF-PCA","Manganese","Sulfate","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Sulfate_RF-PCA",3.96513209780985e-08,"Manganese_XGB-PCA","Sulfate_RF-PCA","Manganese","Sulfate","XGB-PCA","RF-PCA"
"Molybdenum_DL - Sulfate_RF-PCA",8.97883962044079e-19,"Molybdenum_DL","Sulfate_RF-PCA","Molybdenum","Sulfate","DL","RF-PCA"
"Molybdenum_PLS - Sulfate_RF-PCA",1.5868299711647e-19,"Molybdenum_PLS","Sulfate_RF-PCA","Molybdenum","Sulfate","PLS","RF-PCA"
"Molybdenum_RF-PCA - Sulfate_RF-PCA",6.23008384544279e-19,"Molybdenum_RF-PCA","Sulfate_RF-PCA","Molybdenum","Sulfate","RF-PCA","RF-PCA"
"Molybdenum_XGB-PCA - Sulfate_RF-PCA",5.81002880143047e-19,"Molybdenum_XGB-PCA","Sulfate_RF-PCA","Molybdenum","Sulfate","XGB-PCA","RF-PCA"
"Nitrate-N_DL - Sulfate_RF-PCA",0.163763777453227,"Nitrate-N_DL","Sulfate_RF-PCA","Nitrate-N","Sulfate","DL","RF-PCA"
"Nitrate-N_PLS - Sulfate_RF-PCA",0.205622086749678,"Nitrate-N_PLS","Sulfate_RF-PCA","Nitrate-N","Sulfate","PLS","RF-PCA"
"Nitrate-N_RF-PCA - Sulfate_RF-PCA",0.326458252011575,"Nitrate-N_RF-PCA","Sulfate_RF-PCA","Nitrate-N","Sulfate","RF-PCA","RF-PCA"
"Nitrate-N_XGB-PCA - Sulfate_RF-PCA",0.289846618787629,"Nitrate-N_XGB-PCA","Sulfate_RF-PCA","Nitrate-N","Sulfate","XGB-PCA","RF-PCA"
"pH_DL - Sulfate_RF-PCA",1.27018548212825e-05,"pH_DL","Sulfate_RF-PCA","pH","Sulfate","DL","RF-PCA"
"pH_PLS - Sulfate_RF-PCA",7.40711974085845e-06,"pH_PLS","Sulfate_RF-PCA","pH","Sulfate","PLS","RF-PCA"
"pH_RF-PCA - Sulfate_RF-PCA",1.74307661495165e-06,"pH_RF-PCA","Sulfate_RF-PCA","pH","Sulfate","RF-PCA","RF-PCA"
"pH_XGB-PCA - Sulfate_RF-PCA",4.99326768353466e-06,"pH_XGB-PCA","Sulfate_RF-PCA","pH","Sulfate","XGB-PCA","RF-PCA"
"Phosphorus_DL - Sulfate_RF-PCA",0.126852940419993,"Phosphorus_DL","Sulfate_RF-PCA","Phosphorus","Sulfate","DL","RF-PCA"
"Phosphorus_PLS - Sulfate_RF-PCA",0.0496455168155652,"Phosphorus_PLS","Sulfate_RF-PCA","Phosphorus","Sulfate","PLS","RF-PCA"
"Phosphorus_RF-PCA - Sulfate_RF-PCA",0.0424361365567293,"Phosphorus_RF-PCA","Sulfate_RF-PCA","Phosphorus","Sulfate","RF-PCA","RF-PCA"
"Phosphorus_XGB-PCA - Sulfate_RF-PCA",0.0622249693365911,"Phosphorus_XGB-PCA","Sulfate_RF-PCA","Phosphorus","Sulfate","XGB-PCA","RF-PCA"
"Potassium_DL - Sulfate_RF-PCA",0.163160744595756,"Potassium_DL","Sulfate_RF-PCA","Potassium","Sulfate","DL","RF-PCA"
"Potassium_PLS - Sulfate_RF-PCA",0.304055410961267,"Potassium_PLS","Sulfate_RF-PCA","Potassium","Sulfate","PLS","RF-PCA"
"Potassium_RF-PCA - Sulfate_RF-PCA",0.145406536320175,"Potassium_RF-PCA","Sulfate_RF-PCA","Potassium","Sulfate","RF-PCA","RF-PCA"
"Potassium_XGB-PCA - Sulfate_RF-PCA",0.124529675469658,"Potassium_XGB-PCA","Sulfate_RF-PCA","Potassium","Sulfate","XGB-PCA","RF-PCA"
"Sulfate_DL - Sulfate_RF-PCA",0.350772860395339,"Sulfate_DL","Sulfate_RF-PCA","Sulfate","Sulfate","DL","RF-PCA"
"Sulfate_PLS - Sulfate_RF-PCA",0.252622010529291,"Sulfate_PLS","Sulfate_RF-PCA","Sulfate","Sulfate","PLS","RF-PCA"
"Ammonium-N_DL - Sulfate_XGB-PCA",0.00144888623296127,"Ammonium-N_DL","Sulfate_XGB-PCA","Ammonium-N","Sulfate","DL","XGB-PCA"
"Ammonium-N_PLS - Sulfate_XGB-PCA",0.00110123384725496,"Ammonium-N_PLS","Sulfate_XGB-PCA","Ammonium-N","Sulfate","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Sulfate_XGB-PCA",0.00132462009975033,"Ammonium-N_RF-PCA","Sulfate_XGB-PCA","Ammonium-N","Sulfate","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Sulfate_XGB-PCA",0.00184455607835419,"Ammonium-N_XGB-PCA","Sulfate_XGB-PCA","Ammonium-N","Sulfate","XGB-PCA","XGB-PCA"
"Boron_DL - Sulfate_XGB-PCA",2.48305197948872e-13,"Boron_DL","Sulfate_XGB-PCA","Boron","Sulfate","DL","XGB-PCA"
"Boron_PLS - Sulfate_XGB-PCA",2.96226935772657e-14,"Boron_PLS","Sulfate_XGB-PCA","Boron","Sulfate","PLS","XGB-PCA"
"Boron_RF-PCA - Sulfate_XGB-PCA",4.47706373212448e-14,"Boron_RF-PCA","Sulfate_XGB-PCA","Boron","Sulfate","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Sulfate_XGB-PCA",3.4169363097172e-13,"Boron_XGB-PCA","Sulfate_XGB-PCA","Boron","Sulfate","XGB-PCA","XGB-PCA"
"Calcium_DL - Sulfate_XGB-PCA",0.254500003517723,"Calcium_DL","Sulfate_XGB-PCA","Calcium","Sulfate","DL","XGB-PCA"
"Calcium_PLS - Sulfate_XGB-PCA",0.164489324010504,"Calcium_PLS","Sulfate_XGB-PCA","Calcium","Sulfate","PLS","XGB-PCA"
"Calcium_RF-PCA - Sulfate_XGB-PCA",0.242272157227064,"Calcium_RF-PCA","Sulfate_XGB-PCA","Calcium","Sulfate","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Sulfate_XGB-PCA",0.16667844384412,"Calcium_XGB-PCA","Sulfate_XGB-PCA","Calcium","Sulfate","XGB-PCA","XGB-PCA"
"Copper_DL - Sulfate_XGB-PCA",2.0365670893694e-13,"Copper_DL","Sulfate_XGB-PCA","Copper","Sulfate","DL","XGB-PCA"
"Copper_PLS - Sulfate_XGB-PCA",1.20794064299867e-13,"Copper_PLS","Sulfate_XGB-PCA","Copper","Sulfate","PLS","XGB-PCA"
"Copper_RF-PCA - Sulfate_XGB-PCA",4.12612769098918e-14,"Copper_RF-PCA","Sulfate_XGB-PCA","Copper","Sulfate","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Sulfate_XGB-PCA",1.02874422830484e-13,"Copper_XGB-PCA","Sulfate_XGB-PCA","Copper","Sulfate","XGB-PCA","XGB-PCA"
"Iron_DL - Sulfate_XGB-PCA",9.99924789488604e-10,"Iron_DL","Sulfate_XGB-PCA","Iron","Sulfate","DL","XGB-PCA"
"Iron_PLS - Sulfate_XGB-PCA",1.71636676082727e-08,"Iron_PLS","Sulfate_XGB-PCA","Iron","Sulfate","PLS","XGB-PCA"
"Iron_RF-PCA - Sulfate_XGB-PCA",2.89106323229868e-08,"Iron_RF-PCA","Sulfate_XGB-PCA","Iron","Sulfate","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Sulfate_XGB-PCA",7.96444770374357e-09,"Iron_XGB-PCA","Sulfate_XGB-PCA","Iron","Sulfate","XGB-PCA","XGB-PCA"
"Magnesium_DL - Sulfate_XGB-PCA",0.0104260614797223,"Magnesium_DL","Sulfate_XGB-PCA","Magnesium","Sulfate","DL","XGB-PCA"
"Magnesium_PLS - Sulfate_XGB-PCA",0.00452963891373032,"Magnesium_PLS","Sulfate_XGB-PCA","Magnesium","Sulfate","PLS","XGB-PCA"
"Magnesium_RF-PCA - Sulfate_XGB-PCA",0.0137762519684307,"Magnesium_RF-PCA","Sulfate_XGB-PCA","Magnesium","Sulfate","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Sulfate_XGB-PCA",0.00879356113974717,"Magnesium_XGB-PCA","Sulfate_XGB-PCA","Magnesium","Sulfate","XGB-PCA","XGB-PCA"
"Manganese_DL - Sulfate_XGB-PCA",2.23165907493978e-06,"Manganese_DL","Sulfate_XGB-PCA","Manganese","Sulfate","DL","XGB-PCA"
"Manganese_PLS - Sulfate_XGB-PCA",6.14831977158856e-08,"Manganese_PLS","Sulfate_XGB-PCA","Manganese","Sulfate","PLS","XGB-PCA"
"Manganese_RF-PCA - Sulfate_XGB-PCA",3.52823249267458e-08,"Manganese_RF-PCA","Sulfate_XGB-PCA","Manganese","Sulfate","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Sulfate_XGB-PCA",1.94320861772182e-07,"Manganese_XGB-PCA","Sulfate_XGB-PCA","Manganese","Sulfate","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Sulfate_XGB-PCA",1.17380251828184e-17,"Molybdenum_DL","Sulfate_XGB-PCA","Molybdenum","Sulfate","DL","XGB-PCA"
"Molybdenum_PLS - Sulfate_XGB-PCA",2.19421758532442e-18,"Molybdenum_PLS","Sulfate_XGB-PCA","Molybdenum","Sulfate","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Sulfate_XGB-PCA",8.24235090218364e-18,"Molybdenum_RF-PCA","Sulfate_XGB-PCA","Molybdenum","Sulfate","RF-PCA","XGB-PCA"
"Molybdenum_XGB-PCA - Sulfate_XGB-PCA",7.70411363151505e-18,"Molybdenum_XGB-PCA","Sulfate_XGB-PCA","Molybdenum","Sulfate","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Sulfate_XGB-PCA",0.101442388693908,"Nitrate-N_DL","Sulfate_XGB-PCA","Nitrate-N","Sulfate","DL","XGB-PCA"
"Nitrate-N_PLS - Sulfate_XGB-PCA",0.132216277437476,"Nitrate-N_PLS","Sulfate_XGB-PCA","Nitrate-N","Sulfate","PLS","XGB-PCA"
"Nitrate-N_RF-PCA - Sulfate_XGB-PCA",0.228443146664086,"Nitrate-N_RF-PCA","Sulfate_XGB-PCA","Nitrate-N","Sulfate","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Sulfate_XGB-PCA",0.198190474394069,"Nitrate-N_XGB-PCA","Sulfate_XGB-PCA","Nitrate-N","Sulfate","XGB-PCA","XGB-PCA"
"pH_DL - Sulfate_XGB-PCA",4.48450037123201e-05,"pH_DL","Sulfate_XGB-PCA","pH","Sulfate","DL","XGB-PCA"
"pH_PLS - Sulfate_XGB-PCA",2.70507492544106e-05,"pH_PLS","Sulfate_XGB-PCA","pH","Sulfate","PLS","XGB-PCA"
"pH_RF-PCA - Sulfate_XGB-PCA",6.94451343380652e-06,"pH_RF-PCA","Sulfate_XGB-PCA","pH","Sulfate","RF-PCA","XGB-PCA"
