"comparison","p","comp1","comp2","sp1","sp2","mod1","mod2"
"Copper_XGB-PCA - Sulfate_DL",0.021880035081452,"Copper_XGB-PCA","Sulfate_DL","Copper","Sulfate","XGB-PCA","DL"
"Iron_DL - Sulfate_DL",0.210808295266184,"Iron_DL","Sulfate_DL","Iron","Sulfate","DL","DL"
"Iron_PLS - Sulfate_DL",0.207855415611161,"Iron_PLS","Sulfate_DL","Iron","Sulfate","PLS","DL"
"Iron_RF-PCA - Sulfate_DL",0.157209902471898,"Iron_RF-PCA","Sulfate_DL","Iron","Sulfate","RF-PCA","DL"
"Iron_XGB-PCA - Sulfate_DL",0.120854972684739,"Iron_XGB-PCA","Sulfate_DL","Iron","Sulfate","XGB-PCA","DL"
"Magnesium_DL - Sulfate_DL",0.415233335977713,"Magnesium_DL","Sulfate_DL","Magnesium","Sulfate","DL","DL"
"Magnesium_PLS - Sulfate_DL",0.113641961765855,"Magnesium_PLS","Sulfate_DL","Magnesium","Sulfate","PLS","DL"
"Magnesium_RF-PCA - Sulfate_DL",0.463777885615831,"Magnesium_RF-PCA","Sulfate_DL","Magnesium","Sulfate","RF-PCA","DL"
"Magnesium_XGB-PCA - Sulfate_DL",0.260494892147259,"Magnesium_XGB-PCA","Sulfate_DL","Magnesium","Sulfate","XGB-PCA","DL"
"Manganese_DL - Sulfate_DL",5.6316251028823e-14,"Manganese_DL","Sulfate_DL","Manganese","Sulfate","DL","DL"
"Manganese_PLS - Sulfate_DL",4.92832787874842e-10,"Manganese_PLS","Sulfate_DL","Manganese","Sulfate","PLS","DL"
"Manganese_RF-PCA - Sulfate_DL",1.56162874175715e-09,"Manganese_RF-PCA","Sulfate_DL","Manganese","Sulfate","RF-PCA","DL"
"Manganese_XGB-PCA - Sulfate_DL",2.18074520493059e-11,"Manganese_XGB-PCA","Sulfate_DL","Manganese","Sulfate","XGB-PCA","DL"
"Molybdenum_DL - Sulfate_DL",2.17541109057085e-07,"Molybdenum_DL","Sulfate_DL","Molybdenum","Sulfate","DL","DL"
"Molybdenum_PLS - Sulfate_DL",0.00199994052568763,"Molybdenum_PLS","Sulfate_DL","Molybdenum","Sulfate","PLS","DL"
"Molybdenum_RF-PCA - Sulfate_DL",0.000146910085812641,"Molybdenum_RF-PCA","Sulfate_DL","Molybdenum","Sulfate","RF-PCA","DL"
"Molybdenum_XGB-PCA - Sulfate_DL",0.000100417609004783,"Molybdenum_XGB-PCA","Sulfate_DL","Molybdenum","Sulfate","XGB-PCA","DL"
"Nitrate-N_DL - Sulfate_DL",6.66695460851942e-10,"Nitrate-N_DL","Sulfate_DL","Nitrate-N","Sulfate","DL","DL"
"Nitrate-N_PLS - Sulfate_DL",4.30050783544009e-08,"Nitrate-N_PLS","Sulfate_DL","Nitrate-N","Sulfate","PLS","DL"
"Nitrate-N_RF-PCA - Sulfate_DL",7.46399894334511e-05,"Nitrate-N_RF-PCA","Sulfate_DL","Nitrate-N","Sulfate","RF-PCA","DL"
"Nitrate-N_XGB-PCA - Sulfate_DL",5.79389287590003e-06,"Nitrate-N_XGB-PCA","Sulfate_DL","Nitrate-N","Sulfate","XGB-PCA","DL"
"pH_DL - Sulfate_DL",1.50150172553922e-08,"pH_DL","Sulfate_DL","pH","Sulfate","DL","DL"
"pH_PLS - Sulfate_DL",1.74039236517533e-08,"pH_PLS","Sulfate_DL","pH","Sulfate","PLS","DL"
"pH_RF-PCA - Sulfate_DL",0.000170440122127945,"pH_RF-PCA","Sulfate_DL","pH","Sulfate","RF-PCA","DL"
"pH_XGB-PCA - Sulfate_DL",3.76589709604777e-06,"pH_XGB-PCA","Sulfate_DL","pH","Sulfate","XGB-PCA","DL"
"Phosphorus_DL - Sulfate_DL",7.38433305769527e-13,"Phosphorus_DL","Sulfate_DL","Phosphorus","Sulfate","DL","DL"
"Phosphorus_PLS - Sulfate_DL",2.24532491660932e-08,"Phosphorus_PLS","Sulfate_DL","Phosphorus","Sulfate","PLS","DL"
"Phosphorus_RF-PCA - Sulfate_DL",1.94820979219372e-07,"Phosphorus_RF-PCA","Sulfate_DL","Phosphorus","Sulfate","RF-PCA","DL"
"Phosphorus_XGB-PCA - Sulfate_DL",4.83854140070814e-10,"Phosphorus_XGB-PCA","Sulfate_DL","Phosphorus","Sulfate","XGB-PCA","DL"
"Potassium_DL - Sulfate_DL",0.0134527068584195,"Potassium_DL","Sulfate_DL","Potassium","Sulfate","DL","DL"
"Potassium_PLS - Sulfate_DL",0.196020044754823,"Potassium_PLS","Sulfate_DL","Potassium","Sulfate","PLS","DL"
"Potassium_RF-PCA - Sulfate_DL",0.050605289934933,"Potassium_RF-PCA","Sulfate_DL","Potassium","Sulfate","RF-PCA","DL"
"Potassium_XGB-PCA - Sulfate_DL",0.0127607036180652,"Potassium_XGB-PCA","Sulfate_DL","Potassium","Sulfate","XGB-PCA","DL"
"Ammonium-N_DL - Sulfate_PLS",3.80708534870373e-08,"Ammonium-N_DL","Sulfate_PLS","Ammonium-N","Sulfate","DL","PLS"
"Ammonium-N_PLS - Sulfate_PLS",3.46212139003178e-07,"Ammonium-N_PLS","Sulfate_PLS","Ammonium-N","Sulfate","PLS","PLS"
"Ammonium-N_RF-PCA - Sulfate_PLS",3.35038956085416e-08,"Ammonium-N_RF-PCA","Sulfate_PLS","Ammonium-N","Sulfate","RF-PCA","PLS"
"Ammonium-N_XGB-PCA - Sulfate_PLS",5.25555783953893e-10,"Ammonium-N_XGB-PCA","Sulfate_PLS","Ammonium-N","Sulfate","XGB-PCA","PLS"
"Boron_DL - Sulfate_PLS",3.56806608495729e-10,"Boron_DL","Sulfate_PLS","Boron","Sulfate","DL","PLS"
"Boron_PLS - Sulfate_PLS",2.87902544983187e-07,"Boron_PLS","Sulfate_PLS","Boron","Sulfate","PLS","PLS"
"Boron_RF-PCA - Sulfate_PLS",5.52403012754104e-08,"Boron_RF-PCA","Sulfate_PLS","Boron","Sulfate","RF-PCA","PLS"
"Boron_XGB-PCA - Sulfate_PLS",6.70761815898382e-10,"Boron_XGB-PCA","Sulfate_PLS","Boron","Sulfate","XGB-PCA","PLS"
"Calcium_DL - Sulfate_PLS",0.12134704546782,"Calcium_DL","Sulfate_PLS","Calcium","Sulfate","DL","PLS"
"Calcium_PLS - Sulfate_PLS",0.269137320853934,"Calcium_PLS","Sulfate_PLS","Calcium","Sulfate","PLS","PLS"
"Calcium_RF-PCA - Sulfate_PLS",0.186957672827757,"Calcium_RF-PCA","Sulfate_PLS","Calcium","Sulfate","RF-PCA","PLS"
"Calcium_XGB-PCA - Sulfate_PLS",0.302006660720941,"Calcium_XGB-PCA","Sulfate_PLS","Calcium","Sulfate","XGB-PCA","PLS"
"Copper_DL - Sulfate_PLS",0.00026777914693142,"Copper_DL","Sulfate_PLS","Copper","Sulfate","DL","PLS"
"Copper_PLS - Sulfate_PLS",0.000548599429217289,"Copper_PLS","Sulfate_PLS","Copper","Sulfate","PLS","PLS"
"Copper_RF-PCA - Sulfate_PLS",0.00901721904882701,"Copper_RF-PCA","Sulfate_PLS","Copper","Sulfate","RF-PCA","PLS"
"Copper_XGB-PCA - Sulfate_PLS",0.00146281300498694,"Copper_XGB-PCA","Sulfate_PLS","Copper","Sulfate","XGB-PCA","PLS"
"Iron_DL - Sulfate_PLS",0.438235371947046,"Iron_DL","Sulfate_PLS","Iron","Sulfate","DL","PLS"
"Iron_PLS - Sulfate_PLS",0.44228458046033,"Iron_PLS","Sulfate_PLS","Iron","Sulfate","PLS","PLS"
"Iron_RF-PCA - Sulfate_PLS",0.481285822792881,"Iron_RF-PCA","Sulfate_PLS","Iron","Sulfate","RF-PCA","PLS"
"Iron_XGB-PCA - Sulfate_PLS",0.416186544738983,"Iron_XGB-PCA","Sulfate_PLS","Iron","Sulfate","XGB-PCA","PLS"
"Magnesium_DL - Sulfate_PLS",0.120364305887933,"Magnesium_DL","Sulfate_PLS","Magnesium","Sulfate","DL","PLS"
"Magnesium_PLS - Sulfate_PLS",0.401943230976631,"Magnesium_PLS","Sulfate_PLS","Magnesium","Sulfate","PLS","PLS"
"Magnesium_RF-PCA - Sulfate_PLS",0.192657751438086,"Magnesium_RF-PCA","Sulfate_PLS","Magnesium","Sulfate","RF-PCA","PLS"
"Magnesium_XGB-PCA - Sulfate_PLS",0.375529208062302,"Magnesium_XGB-PCA","Sulfate_PLS","Magnesium","Sulfate","XGB-PCA","PLS"
"Manganese_DL - Sulfate_PLS",2.55277851530437e-17,"Manganese_DL","Sulfate_PLS","Manganese","Sulfate","DL","PLS"
"Manganese_PLS - Sulfate_PLS",7.70333109905584e-13,"Manganese_PLS","Sulfate_PLS","Manganese","Sulfate","PLS","PLS"
"Manganese_RF-PCA - Sulfate_PLS",2.90873078097546e-12,"Manganese_RF-PCA","Sulfate_PLS","Manganese","Sulfate","RF-PCA","PLS"
"Manganese_XGB-PCA - Sulfate_PLS",2.17110066846607e-14,"Manganese_XGB-PCA","Sulfate_PLS","Manganese","Sulfate","XGB-PCA","PLS"
"Molybdenum_DL - Sulfate_PLS",9.16269840563282e-10,"Molybdenum_DL","Sulfate_PLS","Molybdenum","Sulfate","DL","PLS"
"Molybdenum_PLS - Sulfate_PLS",6.22135396741614e-05,"Molybdenum_PLS","Sulfate_PLS","Molybdenum","Sulfate","PLS","PLS"
"Molybdenum_RF-PCA - Sulfate_PLS",2.32762765599153e-06,"Molybdenum_RF-PCA","Sulfate_PLS","Molybdenum","Sulfate","RF-PCA","PLS"
"Molybdenum_XGB-PCA - Sulfate_PLS",1.45531214366817e-06,"Molybdenum_XGB-PCA","Sulfate_PLS","Molybdenum","Sulfate","XGB-PCA","PLS"
"Nitrate-N_DL - Sulfate_PLS",1.09055802523952e-12,"Nitrate-N_DL","Sulfate_PLS","Nitrate-N","Sulfate","DL","PLS"
"Nitrate-N_PLS - Sulfate_PLS",1.36743232144364e-10,"Nitrate-N_PLS","Sulfate_PLS","Nitrate-N","Sulfate","PLS","PLS"
"Nitrate-N_RF-PCA - Sulfate_PLS",1.01042166858892e-06,"Nitrate-N_RF-PCA","Sulfate_PLS","Nitrate-N","Sulfate","RF-PCA","PLS"
"Nitrate-N_XGB-PCA - Sulfate_PLS",4.53918020632877e-08,"Nitrate-N_XGB-PCA","Sulfate_PLS","Nitrate-N","Sulfate","XGB-PCA","PLS"
"pH_DL - Sulfate_PLS",4.00730676147831e-11,"pH_DL","Sulfate_PLS","pH","Sulfate","DL","PLS"
"pH_PLS - Sulfate_PLS",4.75888644126492e-11,"pH_PLS","Sulfate_PLS","pH","Sulfate","PLS","PLS"
"pH_RF-PCA - Sulfate_PLS",2.79759400494172e-06,"pH_RF-PCA","Sulfate_PLS","pH","Sulfate","RF-PCA","PLS"
"pH_XGB-PCA - Sulfate_PLS",2.7070858341067e-08,"pH_XGB-PCA","Sulfate_PLS","pH","Sulfate","XGB-PCA","PLS"
"Phosphorus_DL - Sulfate_PLS",4.65196317564122e-16,"Phosphorus_DL","Sulfate_PLS","Phosphorus","Sulfate","DL","PLS"
"Phosphorus_PLS - Sulfate_PLS",6.40344439955225e-11,"Phosphorus_PLS","Sulfate_PLS","Phosphorus","Sulfate","PLS","PLS"
"Phosphorus_RF-PCA - Sulfate_PLS",8.04646043761016e-10,"Phosphorus_RF-PCA","Sulfate_PLS","Phosphorus","Sulfate","RF-PCA","PLS"
"Phosphorus_XGB-PCA - Sulfate_PLS",7.54217760588604e-13,"Phosphorus_XGB-PCA","Sulfate_PLS","Phosphorus","Sulfate","XGB-PCA","PLS"
"Potassium_DL - Sulfate_PLS",0.000757090592502218,"Potassium_DL","Sulfate_PLS","Potassium","Sulfate","DL","PLS"
"Potassium_PLS - Sulfate_PLS",0.0347628765057175,"Potassium_PLS","Sulfate_PLS","Potassium","Sulfate","PLS","PLS"
"Potassium_RF-PCA - Sulfate_PLS",0.00468736853616761,"Potassium_RF-PCA","Sulfate_PLS","Potassium","Sulfate","RF-PCA","PLS"
"Potassium_XGB-PCA - Sulfate_PLS",0.000705278029645184,"Potassium_XGB-PCA","Sulfate_PLS","Potassium","Sulfate","XGB-PCA","PLS"
"Sulfate_DL - Sulfate_PLS",0.168763128126289,"Sulfate_DL","Sulfate_PLS","Sulfate","Sulfate","DL","PLS"
"Ammonium-N_DL - Sulfate_RF-PCA",5.58924544129631e-06,"Ammonium-N_DL","Sulfate_RF-PCA","Ammonium-N","Sulfate","DL","RF-PCA"
"Ammonium-N_PLS - Sulfate_RF-PCA",3.43910450861044e-05,"Ammonium-N_PLS","Sulfate_RF-PCA","Ammonium-N","Sulfate","PLS","RF-PCA"
"Ammonium-N_RF-PCA - Sulfate_RF-PCA",5.02724407867873e-06,"Ammonium-N_RF-PCA","Sulfate_RF-PCA","Ammonium-N","Sulfate","RF-PCA","RF-PCA"
"Ammonium-N_XGB-PCA - Sulfate_RF-PCA",1.54042836134162e-07,"Ammonium-N_XGB-PCA","Sulfate_RF-PCA","Ammonium-N","Sulfate","XGB-PCA","RF-PCA"
"Boron_DL - Sulfate_RF-PCA",1.10928874769556e-07,"Boron_DL","Sulfate_RF-PCA","Boron","Sulfate","DL","RF-PCA"
"Boron_PLS - Sulfate_RF-PCA",2.95791000071713e-05,"Boron_PLS","Sulfate_RF-PCA","Boron","Sulfate","PLS","RF-PCA"
"Boron_RF-PCA - Sulfate_RF-PCA",7.60701402955638e-06,"Boron_RF-PCA","Sulfate_RF-PCA","Boron","Sulfate","RF-PCA","RF-PCA"
"Boron_XGB-PCA - Sulfate_RF-PCA",1.89387347503017e-07,"Boron_XGB-PCA","Sulfate_RF-PCA","Boron","Sulfate","XGB-PCA","RF-PCA"
"Calcium_DL - Sulfate_RF-PCA",0.426511491209,"Calcium_DL","Sulfate_RF-PCA","Calcium","Sulfate","DL","RF-PCA"
"Calcium_PLS - Sulfate_RF-PCA",0.356588551339715,"Calcium_PLS","Sulfate_RF-PCA","Calcium","Sulfate","PLS","RF-PCA"
"Calcium_RF-PCA - Sulfate_RF-PCA",0.462612803477133,"Calcium_RF-PCA","Sulfate_RF-PCA","Calcium","Sulfate","RF-PCA","RF-PCA"
"Calcium_XGB-PCA - Sulfate_RF-PCA",0.321188176582066,"Calcium_XGB-PCA","Sulfate_RF-PCA","Calcium","Sulfate","XGB-PCA","RF-PCA"
"Copper_DL - Sulfate_RF-PCA",0.00658213472923387,"Copper_DL","Sulfate_RF-PCA","Copper","Sulfate","DL","RF-PCA"
"Copper_PLS - Sulfate_RF-PCA",0.0112646964984019,"Copper_PLS","Sulfate_RF-PCA","Copper","Sulfate","PLS","RF-PCA"
"Copper_RF-PCA - Sulfate_RF-PCA",0.0835021804471817,"Copper_RF-PCA","Sulfate_RF-PCA","Copper","Sulfate","RF-PCA","RF-PCA"
"Copper_XGB-PCA - Sulfate_RF-PCA",0.0231619711689421,"Copper_XGB-PCA","Sulfate_RF-PCA","Copper","Sulfate","XGB-PCA","RF-PCA"
"Iron_DL - Sulfate_RF-PCA",0.20395647651061,"Iron_DL","Sulfate_RF-PCA","Iron","Sulfate","DL","RF-PCA"
"Iron_PLS - Sulfate_RF-PCA",0.201061077897236,"Iron_PLS","Sulfate_RF-PCA","Iron","Sulfate","PLS","RF-PCA"
"Iron_RF-PCA - Sulfate_RF-PCA",0.151518295545154,"Iron_RF-PCA","Sulfate_RF-PCA","Iron","Sulfate","RF-PCA","RF-PCA"
"Iron_XGB-PCA - Sulfate_RF-PCA",0.116106890184577,"Iron_XGB-PCA","Sulfate_RF-PCA","Iron","Sulfate","XGB-PCA","RF-PCA"
"Magnesium_DL - Sulfate_RF-PCA",0.424595438174938,"Magnesium_DL","Sulfate_RF-PCA","Magnesium","Sulfate","DL","RF-PCA"
"Magnesium_PLS - Sulfate_RF-PCA",0.109098399244145,"Magnesium_PLS","Sulfate_RF-PCA","Magnesium","Sulfate","PLS","RF-PCA"
"Magnesium_RF-PCA - Sulfate_RF-PCA",0.454273028487882,"Magnesium_RF-PCA","Sulfate_RF-PCA","Magnesium","Sulfate","RF-PCA","RF-PCA"
"Magnesium_XGB-PCA - Sulfate_RF-PCA",0.252778230658151,"Magnesium_XGB-PCA","Sulfate_RF-PCA","Magnesium","Sulfate","XGB-PCA","RF-PCA"
"Manganese_DL - Sulfate_RF-PCA",6.74689983289461e-14,"Manganese_DL","Sulfate_RF-PCA","Manganese","Sulfate","DL","RF-PCA"
"Manganese_PLS - Sulfate_RF-PCA",5.72499255940499e-10,"Manganese_PLS","Sulfate_RF-PCA","Manganese","Sulfate","PLS","RF-PCA"
"Manganese_RF-PCA - Sulfate_RF-PCA",1.80616420377467e-09,"Manganese_RF-PCA","Sulfate_RF-PCA","Manganese","Sulfate","RF-PCA","RF-PCA"
"Manganese_XGB-PCA - Sulfate_RF-PCA",2.56188548711843e-11,"Manganese_XGB-PCA","Sulfate_RF-PCA","Manganese","Sulfate","XGB-PCA","RF-PCA"
"Molybdenum_DL - Sulfate_RF-PCA",2.46550038213797e-07,"Molybdenum_DL","Sulfate_RF-PCA","Molybdenum","Sulfate","DL","RF-PCA"
"Molybdenum_PLS - Sulfate_RF-PCA",0.00215713931861863,"Molybdenum_PLS","Sulfate_RF-PCA","Molybdenum","Sulfate","PLS","RF-PCA"
"Molybdenum_RF-PCA - Sulfate_RF-PCA",0.000161117453812954,"Molybdenum_RF-PCA","Sulfate_RF-PCA","Molybdenum","Sulfate","RF-PCA","RF-PCA"
"Molybdenum_XGB-PCA - Sulfate_RF-PCA",0.000110371947309847,"Molybdenum_XGB-PCA","Sulfate_RF-PCA","Molybdenum","Sulfate","XGB-PCA","RF-PCA"
"Nitrate-N_DL - Sulfate_RF-PCA",7.73590711631807e-10,"Nitrate-N_DL","Sulfate_RF-PCA","Nitrate-N","Sulfate","DL","RF-PCA"
"Nitrate-N_PLS - Sulfate_RF-PCA",4.90816879640444e-08,"Nitrate-N_PLS","Sulfate_RF-PCA","Nitrate-N","Sulfate","PLS","RF-PCA"
"Nitrate-N_RF-PCA - Sulfate_RF-PCA",8.21775931930079e-05,"Nitrate-N_RF-PCA","Sulfate_RF-PCA","Nitrate-N","Sulfate","RF-PCA","RF-PCA"
"Nitrate-N_XGB-PCA - Sulfate_RF-PCA",6.46606134028871e-06,"Nitrate-N_XGB-PCA","Sulfate_RF-PCA","Nitrate-N","Sulfate","XGB-PCA","RF-PCA"
"pH_DL - Sulfate_RF-PCA",1.72114600046866e-08,"pH_DL","Sulfate_RF-PCA","pH","Sulfate","DL","RF-PCA"
"pH_PLS - Sulfate_RF-PCA",1.99377901099473e-08,"pH_PLS","Sulfate_RF-PCA","pH","Sulfate","PLS","RF-PCA"
"pH_RF-PCA - Sulfate_RF-PCA",0.000186759696196564,"pH_RF-PCA","Sulfate_RF-PCA","pH","Sulfate","RF-PCA","RF-PCA"
"pH_XGB-PCA - Sulfate_RF-PCA",4.21177666872691e-06,"pH_XGB-PCA","Sulfate_RF-PCA","pH","Sulfate","XGB-PCA","RF-PCA"
"Phosphorus_DL - Sulfate_RF-PCA",8.77442479414383e-13,"Phosphorus_DL","Sulfate_RF-PCA","Phosphorus","Sulfate","DL","RF-PCA"
"Phosphorus_PLS - Sulfate_RF-PCA",2.56953389883731e-08,"Phosphorus_PLS","Sulfate_RF-PCA","Phosphorus","Sulfate","PLS","RF-PCA"
"Phosphorus_RF-PCA - Sulfate_RF-PCA",2.2090781371229e-07,"Phosphorus_RF-PCA","Sulfate_RF-PCA","Phosphorus","Sulfate","RF-PCA","RF-PCA"
"Phosphorus_XGB-PCA - Sulfate_RF-PCA",5.62107775456755e-10,"Phosphorus_XGB-PCA","Sulfate_RF-PCA","Phosphorus","Sulfate","XGB-PCA","RF-PCA"
"Potassium_DL - Sulfate_RF-PCA",0.0143007762279349,"Potassium_DL","Sulfate_RF-PCA","Potassium","Sulfate","DL","RF-PCA"
"Potassium_PLS - Sulfate_RF-PCA",0.202712561117008,"Potassium_PLS","Sulfate_RF-PCA","Potassium","Sulfate","PLS","RF-PCA"
"Potassium_RF-PCA - Sulfate_RF-PCA",0.0531487756726595,"Potassium_RF-PCA","Sulfate_RF-PCA","Potassium","Sulfate","RF-PCA","RF-PCA"
"Potassium_XGB-PCA - Sulfate_RF-PCA",0.0135711362324088,"Potassium_XGB-PCA","Sulfate_RF-PCA","Potassium","Sulfate","XGB-PCA","RF-PCA"
"Sulfate_DL - Sulfate_RF-PCA",0.490445379743915,"Sulfate_DL","Sulfate_RF-PCA","Sulfate","Sulfate","DL","RF-PCA"
"Sulfate_PLS - Sulfate_RF-PCA",0.162799618446532,"Sulfate_PLS","Sulfate_RF-PCA","Sulfate","Sulfate","PLS","RF-PCA"
"Ammonium-N_DL - Sulfate_XGB-PCA",3.91566892453683e-07,"Ammonium-N_DL","Sulfate_XGB-PCA","Ammonium-N","Sulfate","DL","XGB-PCA"
"Ammonium-N_PLS - Sulfate_XGB-PCA",2.9919076195561e-06,"Ammonium-N_PLS","Sulfate_XGB-PCA","Ammonium-N","Sulfate","PLS","XGB-PCA"
"Ammonium-N_RF-PCA - Sulfate_XGB-PCA",3.47959900006312e-07,"Ammonium-N_RF-PCA","Sulfate_XGB-PCA","Ammonium-N","Sulfate","RF-PCA","XGB-PCA"
"Ammonium-N_XGB-PCA - Sulfate_XGB-PCA",7.35410267191702e-09,"Ammonium-N_XGB-PCA","Sulfate_XGB-PCA","Ammonium-N","Sulfate","XGB-PCA","XGB-PCA"
"Boron_DL - Sulfate_XGB-PCA",5.12545634708491e-09,"Boron_DL","Sulfate_XGB-PCA","Boron","Sulfate","DL","XGB-PCA"
"Boron_PLS - Sulfate_XGB-PCA",2.52566847928145e-06,"Boron_PLS","Sulfate_XGB-PCA","Boron","Sulfate","PLS","XGB-PCA"
"Boron_RF-PCA - Sulfate_XGB-PCA",5.52183007415578e-07,"Boron_RF-PCA","Sulfate_XGB-PCA","Boron","Sulfate","RF-PCA","XGB-PCA"
"Boron_XGB-PCA - Sulfate_XGB-PCA",9.23104676211783e-09,"Boron_XGB-PCA","Sulfate_XGB-PCA","Boron","Sulfate","XGB-PCA","XGB-PCA"
"Calcium_DL - Sulfate_XGB-PCA",0.232156533938219,"Calcium_DL","Sulfate_XGB-PCA","Calcium","Sulfate","DL","XGB-PCA"
"Calcium_PLS - Sulfate_XGB-PCA",0.42900494879752,"Calcium_PLS","Sulfate_XGB-PCA","Calcium","Sulfate","PLS","XGB-PCA"
"Calcium_RF-PCA - Sulfate_XGB-PCA",0.325401418353186,"Calcium_RF-PCA","Sulfate_XGB-PCA","Calcium","Sulfate","RF-PCA","XGB-PCA"
"Calcium_XGB-PCA - Sulfate_XGB-PCA",0.467274956595221,"Calcium_XGB-PCA","Sulfate_XGB-PCA","Calcium","Sulfate","XGB-PCA","XGB-PCA"
"Copper_DL - Sulfate_XGB-PCA",0.00123990305162726,"Copper_DL","Sulfate_XGB-PCA","Copper","Sulfate","DL","XGB-PCA"
"Copper_PLS - Sulfate_XGB-PCA",0.00234328788974826,"Copper_PLS","Sulfate_XGB-PCA","Copper","Sulfate","PLS","XGB-PCA"
"Copper_RF-PCA - Sulfate_XGB-PCA",0.0269030561682169,"Copper_RF-PCA","Sulfate_XGB-PCA","Copper","Sulfate","RF-PCA","XGB-PCA"
"Copper_XGB-PCA - Sulfate_XGB-PCA",0.00555960083310633,"Copper_XGB-PCA","Sulfate_XGB-PCA","Copper","Sulfate","XGB-PCA","XGB-PCA"
"Iron_DL - Sulfate_XGB-PCA",0.389327818991807,"Iron_DL","Sulfate_XGB-PCA","Iron","Sulfate","DL","XGB-PCA"
"Iron_PLS - Sulfate_XGB-PCA",0.385396943431243,"Iron_PLS","Sulfate_XGB-PCA","Iron","Sulfate","PLS","XGB-PCA"
"Iron_RF-PCA - Sulfate_XGB-PCA",0.314390680494507,"Iron_RF-PCA","Sulfate_XGB-PCA","Iron","Sulfate","RF-PCA","XGB-PCA"
"Iron_XGB-PCA - Sulfate_XGB-PCA",0.258435857054235,"Iron_XGB-PCA","Sulfate_XGB-PCA","Iron","Sulfate","XGB-PCA","XGB-PCA"
"Magnesium_DL - Sulfate_XGB-PCA",0.230667161945771,"Magnesium_DL","Sulfate_XGB-PCA","Magnesium","Sulfate","DL","XGB-PCA"
"Magnesium_PLS - Sulfate_XGB-PCA",0.246723527104546,"Magnesium_PLS","Sulfate_XGB-PCA","Magnesium","Sulfate","PLS","XGB-PCA"
"Magnesium_RF-PCA - Sulfate_XGB-PCA",0.333005937216187,"Magnesium_RF-PCA","Sulfate_XGB-PCA","Magnesium","Sulfate","RF-PCA","XGB-PCA"
"Magnesium_XGB-PCA - Sulfate_XGB-PCA",0.4525299183302,"Magnesium_XGB-PCA","Sulfate_XGB-PCA","Magnesium","Sulfate","XGB-PCA","XGB-PCA"
"Manganese_DL - Sulfate_XGB-PCA",9.49865627524687e-16,"Manganese_DL","Sulfate_XGB-PCA","Manganese","Sulfate","DL","XGB-PCA"
"Manganese_PLS - Sulfate_XGB-PCA",1.63064340079466e-11,"Manganese_PLS","Sulfate_XGB-PCA","Manganese","Sulfate","PLS","XGB-PCA"
"Manganese_RF-PCA - Sulfate_XGB-PCA",5.68425358767401e-11,"Manganese_RF-PCA","Sulfate_XGB-PCA","Manganese","Sulfate","RF-PCA","XGB-PCA"
"Manganese_XGB-PCA - Sulfate_XGB-PCA",5.64474464980602e-13,"Manganese_XGB-PCA","Sulfate_XGB-PCA","Manganese","Sulfate","XGB-PCA","XGB-PCA"
"Molybdenum_DL - Sulfate_XGB-PCA",1.23424910362285e-08,"Molybdenum_DL","Sulfate_XGB-PCA","Molybdenum","Sulfate","DL","XGB-PCA"
"Molybdenum_PLS - Sulfate_XGB-PCA",0.000336043754228981,"Molybdenum_PLS","Sulfate_XGB-PCA","Molybdenum","Sulfate","PLS","XGB-PCA"
"Molybdenum_RF-PCA - Sulfate_XGB-PCA",1.71218999562754e-05,"Molybdenum_RF-PCA","Sulfate_XGB-PCA","Molybdenum","Sulfate","RF-PCA","XGB-PCA"
"Molybdenum_XGB-PCA - Sulfate_XGB-PCA",1.11505271987039e-05,"Molybdenum_XGB-PCA","Sulfate_XGB-PCA","Molybdenum","Sulfate","XGB-PCA","XGB-PCA"
"Nitrate-N_DL - Sulfate_XGB-PCA",2.26115486742573e-11,"Nitrate-N_DL","Sulfate_XGB-PCA","Nitrate-N","Sulfate","DL","XGB-PCA"
"Nitrate-N_PLS - Sulfate_XGB-PCA",2.09399456064878e-09,"Nitrate-N_PLS","Sulfate_XGB-PCA","Nitrate-N","Sulfate","PLS","XGB-PCA"
"Nitrate-N_RF-PCA - Sulfate_XGB-PCA",7.98691825917558e-06,"Nitrate-N_RF-PCA","Sulfate_XGB-PCA","Nitrate-N","Sulfate","RF-PCA","XGB-PCA"
"Nitrate-N_XGB-PCA - Sulfate_XGB-PCA",4.60633505633535e-07,"Nitrate-N_XGB-PCA","Sulfate_XGB-PCA","Nitrate-N","Sulfate","XGB-PCA","XGB-PCA"
"pH_DL - Sulfate_XGB-PCA",6.6467130436118e-10,"pH_DL","Sulfate_XGB-PCA","pH","Sulfate","DL","XGB-PCA"
"pH_PLS - Sulfate_XGB-PCA",7.80651953728922e-10,"pH_PLS","Sulfate_XGB-PCA","pH","Sulfate","PLS","XGB-PCA"
"pH_RF-PCA - Sulfate_XGB-PCA",2.02489957473996e-05,"pH_RF-PCA","Sulfate_XGB-PCA","pH","Sulfate","RF-PCA","XGB-PCA"
"pH_XGB-PCA - Sulfate_XGB-PCA",2.85721165805959e-07,"pH_XGB-PCA","Sulfate_XGB-PCA","pH","Sulfate","XGB-PCA","XGB-PCA"
"Phosphorus_DL - Sulfate_XGB-PCA",1.48991576976553e-14,"Phosphorus_DL","Sulfate_XGB-PCA","Phosphorus","Sulfate","DL","XGB-PCA"
